cafeName	orderByNew	concept	nofConKatsu	WantToGo	OperatingHours	Fee	NearestStation	Area	concept_list
Maidoll~初恋~	484	メイド	0.0	3	月 15:00 - 23:00 火 15:00 - 23:00 水 15:00 - 23:00	3,000円		Hokkaido and Tohoku	['メイド']
メイドカフェストロベリー	485	メイド	0.0	0	月 14:00 - 24:00 火 14:00 - 24:00 水 14:00 - 24:00	3,000円		Hokkaido and Tohoku	['メイド']
mD:odd	486	男装	0.0	0	月 お休み 火 18:00 - 26:00 水 18:00 - 26:00	3,000円		Hokkaido and Tohoku	['男装']
Bar Sharon(シャロン)	487	ドール	0.0	2	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3,000円		Hokkaido and Tohoku	['ドール']
アニソン酒場	488	アニソン×コスプレ	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3,000円		Hokkaido and Tohoku	['アニソン', 'コスプレ']
あにまに	489	魔界	0.0	1	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3,000円		Hokkaido and Tohoku	['魔界']
はあとびいと	490	アイドル	0.0	0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	3,000円		Hokkaido and Tohoku	['アイドル']
てんてん	491	メイド	0.0	0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3,000円		Hokkaido and Tohoku	['メイド']
夜かふぇ Yammy(ヤミー)	492	メイド	0.0	0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3,000円		Hokkaido and Tohoku	['メイド']
あまでび	493	小悪魔	0.0	1	月 21:00 - 29:00 火 21:00 - 29:00 水 21:00 - 29:00	3000円	秋田駅/徒歩18分	Hokkaido and Tohoku	['小悪魔']
OCE2ND おけせかんど	494	サブカル	0.0	1	月 19:00 - 27:00 火 19:00 - 27:00 水 19:00 - 27:00	3000円		Hokkaido and Tohoku	['サブカル']
仮面舞踏会	495	仮面	0.0	0	月 20:00 - 25:00 火 20:00 - 25:00 水 20:00 - 25:00	3000円	JR山田線「上盛岡駅」より徒歩14分	Hokkaido and Tohoku	['仮面']
じゃむぷらねっと	496	シーシャ	0.0	1	月 お休み 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	盛岡駅16分	Hokkaido and Tohoku	['シーシャ']
cafe & bar Diamoni	497	クラシカルメイド	0.0	0	月 18:00 - 24:00 火 18:00 - 24:00 水 お休み	3,000円		Hokkaido and Tohoku	['クラシカルメイド']
まじかる♥ぱんだ🐼	498	パンダ	0.0	0	月 お休み 火 19:00 - 24:00 水 お休み	3000円	本八戸駅	Hokkaido and Tohoku	['パンダ']
恋心ぷりんせす💍	499	お姫様	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	1,800円〜	東新宿駅　徒歩５分新宿駅　徒歩10分	Kanto	['お姫様']
ブラックマシュマロ(Black Marshmallow)	500	小悪魔	0.0	1.0	月 14:00 - 29:00 火 14:00 - 29:00 水 14:00 - 29:00	3,000円	秋葉原駅	Kanto	['小悪魔']
Etoile	501	男装	0.0	1.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	恵比寿駅	Kanto	['男装']
阿佐ヶ谷アニソンBAR「Aice」	502	アニソン	0.0	0.0	月 20:00 - 28:00 火 20:00 - 28:00 水 20:00 - 28:00	3,000円	阿佐ヶ谷駅	Kanto	['アニソン']
中二病でも店がしたい！	503	アニメ	0.0	0.0	月 22:00 - 30:00 火 22:00 - 30:00 水 22:00 - 30:00	3,000円	新宿駅	Kanto	['アニメ']
ゆうゆの家	504	居酒屋	0.0	0.0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3,000円	入谷駅	Kanto	['居酒屋']
BARちんちろりん	505	ゴシック	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3,000円	新宿駅	Kanto	['ゴシック']
BAR珍獣保逝園	506	ゴシック	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3000円	新宿駅	Kanto	['ゴシック']
🌴 kokomo 🌴	507	リゾート	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	板橋駅	Kanto	['リゾート']
🦋Chérie bellシェリーベル🦋	508	妖精	0.0	2.0	月 15:00 - 22:00 火 15:00 - 22:00 水	3,000円	秋葉原駅	Kanto	['妖精']
あにぽり大久保　コンカフェ	509	シーシャ	0.0	0.0	月 20:00 - 30:00 火 20:00 - 30:00 水 20:00 - 30:00	3,000円	新大久保駅	Kanto	['シーシャ']
厨二病喫茶 -PIERROT-	510	ゴシック	0.0	2.0	月 14:00 - 23:00 火 14:00 - 23:00 水 14:00 - 23:00	3,000円	秋葉原駅	Kanto	['ゴシック']
Rutile-ルチル-	511	育成型	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	六本木駅	Kanto	['育成型']
🍓Tiroir 🍓	512	お菓子	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	高田馬場	Kanto	['お菓子']
ちゅちゅべり2部💜XuXu_Berry_	513	占い	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	新宿駅	Kanto	['占い']
く〜ろん迷宮	514	サイバー	0.0	1.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	新宿駅	Kanto	['サイバー']
Melan Lily 🖤	515	ゴシック	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	池袋駅	Kanto	['ゴシック']
徘徊人形 わんだーどーる	516	ドール	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3,000円	田町駅5ふん	Kanto	['ドール']
深海浪漫	517	深海	0.0	1.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	新宿駅	Kanto	['深海']
秋葉原コンカフェ【多次元秘密基地】	518	猫耳	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	秋葉原駅30秒	Kanto	['猫耳']
東京まじっくぽーしょん	519	魔法	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	目黒駅	Kanto	['魔法']
ゆめゆめどーる	520	チャイナ	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	大森駅30秒	Kanto	['チャイナ']
一撃必札 (イチゲキヒッサツ)	521	アニソン	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000えん	錦糸町駅	Kanto	['アニソン']
メイド喫茶ぷりゅねる 歌舞伎町店	522	メイド	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円〜	新宿駅	Kanto	['メイド']
BAR夢で逢えたら	523	サブカル	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3,000円	新宿駅	Kanto	['サブカル']
愛迷十字架-あいまいくろす-池袋コンカフェ	524	ドール	0.0	0.0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3,000円	池袋駅	Kanto	['ドール']
AI♡けむロイド	525	シーシャ	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	新橋駅	Kanto	['シーシャ']
メルティメア♠︎秋葉原コンカフェ	526	星	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	秋葉原駅	Kanto	['星']
neosNEON	527	サイバー	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	秋葉原駅	Kanto	['サイバー']
LEGALISS	528	ゴシック	0.0	0.0	月 21:00 - 29:00 火 21:00 - 29:00 水 21:00 - 29:00	2000円	綾瀬駅	Kanto	['ゴシック']
装甲乙女（コンセプトカフェ）	529	ゴスロリ	0.0	0.0	月 17:00 - 29:00 火  17:00 - 29:00 水 17:00 - 29:00	3,000円	新宿駅	Kanto	['ゴスロリ']
ガバシィ	530	シーシャ	0.0	0.0	月 00:00 - 00:00 火 00:00 - 00:00 水 00:00 - 00:00	3,000円	新宿駅	Kanto	['シーシャ']
Shisha bar Lilac	531	シーシャ	0.0	0.0	月 14:30 - 24:00 火 14:30 - 24:00 水 14:30 - 29:00	3,000円	渋谷駅	Kanto	['シーシャ']
ぼくらの秘密基地@ふぉーちゅん	532	アイドル	0.0	0.0	月 00:00 - 05:00 火 00:00 - 05:00 水 00:00 - 05:00	3000円	新宿駅	Kanto	['アイドル']
吉祥寺クラス	533	学校	0.0	0.0	月 18:00 - 25:00 火 18:00 - 25:00 水 18:00 - 25:00	3000円	吉祥寺駅	Kanto	['学校']
マシュメロ💝	534	メイド	0.0	1.0	月 14:00 - 23:00 火 14:00 - 23:00 水 14:00 - 23:00	3000円	秋葉原駅	Kanto	['メイド']
ブラックシンデレラ	535	お姫様	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3000円	秋葉原駅	Kanto	['お姫様']
もふる歌舞伎2丁目店	536	アニソン	0.0	0.0	月 21:00 - 29:00 火 21:00 - 29:00 水 21:00 - 29:00	3000円	新宿駅	Kanto	['アニソン']
ʚ天使のぴえんɞ	537	天使	0.0	1.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	新宿駅	Kanto	['天使']
魔法学園エイト🪄✨	538	魔法学院	0.0	0.0	月 17:00 - 24:00 火 17:00 - 24:00 水 17:00 - 24:00	3000円	高田馬場	Kanto	['魔法学院']
アニソンバーギルド赤坂見附店	539	アニソン	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3000円	赤坂見附2分	Kanto	['アニソン']
夢想都市 めたばにあ🌐🧬	540	学園	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円	池袋駅	Kanto	['学園']
アニソンカラオケバー ティグレ【AnimeSongBar tigre】	541	アニソン	0.0	0.0	月 17:00 - 22:00 火 17:00 - 22:00 水 17:00 - 22:00	3000円	池袋駅	Kanto	['アニソン']
グッドナイト -モルガナ-	542	隠れ家	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	2000円〜	中野駅	Kanto	['隠れ家']
ブクれろ	543	コスプレ	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3000円	池袋駅	Kanto	['コスプレ']
cafe&bar succubunny Tokyo	544	サキュバス	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円	新宿	Kanto	['サキュバス']
カルチャーバーイキドマリ	545	オタク	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	茗荷谷	Kanto	['オタク']
魔法学園Future	546	異世界	0.0	0.0	月 お休み 火 12:00 - 29:00 水 12:00 - 29:00	3000円	錦糸町駅5分	Kanto	['異世界']
チェンジアップ歌舞伎町	547	スポーツ	0.0	1.0	月 20:00 - 25:00 火 20:00 - 25:00 水 20:00 - 25:00	3000円	新宿駅	Kanto	['スポーツ']
アイリス	548	アニソン	0.0	0.0	月 17:00 - 23:30 火 17:00 - 23:30 水 17:00 - 23:30	3000円	上野駅	Kanto	['アニソン']
AMETHYST	549	宝石	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3000円	日本橋駅	Kanto	['宝石']
アニソンDJバーあるけみすと3.0	550	異世界	0.0	0.0	月 20:00 - 29:00 火 20:00 - 29:00 水 20:00 - 29:00	3000円	秋葉原駅	Kanto	['異世界']
ボヤージュ	551	南国	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	上野駅	Kanto	['南国']
cafe & bar はちみつ	552	かわいい	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	2000円	新宿駅	Kanto	['かわいい']
L'Etoile	553	星	0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円	秋葉原駅	Kanto	['星']
🍷BARメンヘラの壁🍷	554	レトロ	0.0	2.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3000円	新宿駅	Kanto	['レトロ']
Live Cafe&Bar AMASTAGE 秋葉原本店	555	アイドル	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	秋葉原駅	Kanto	['アイドル']
Cafe&Bar🍮ぷりん	556		0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	渋谷駅	Kanto	['']
アニメバー HEAVEN'S DOOR-ヘブンズドア-	557	アニメ	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3000円	池袋駅	Kanto	['アニメ']
RED	558	キラキラ	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	恵比寿駅	Kanto	['キラキラ']
Doll's Cafe& Bar「黒猫」〜シャノワール〜	559	猫	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	錦糸町	Kanto	['猫']
ヲタクバーにわか	560	オタク	0.0	0.0	月 お休み 火 20:00 - 29:00 水 20:00 - 29:00	3000円	上野駅	Kanto	['オタク']
larme	561	メイド	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	新宿駅	Kanto	['メイド']
あにぽり 池袋店 コンカフェ	562	ポリス	0.0	0.0	月 20:00 - 30:00 火 20:00 - 30:00 水 20:00 - 30:00	3000円	池袋駅	Kanto	['ポリス']
Cafe&Bar MELTIA	563	ナース	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	上野駅	Kanto	['ナース']
めるとき🐰	564	ライバー	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	新宿駅	Kanto	['ライバー']
イノセント♡まじっく	565	魔法	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	新宿駅	Kanto	['魔法']
LOVELIEN(ラブリアン)🇰🇷💞	566	韓国	0.0	0.0	月 05:00 - 23:00 火 05:00 - 23:00 水 05:00 - 23:00	3000円	三鷹駅	Kanto	['韓国']
MOCO(モコ) 秋葉原店	567	メイド×学園	0.0	2.0	月 15:00 - 24:00 火 15:00 - 24:00 水 15:00 - 24:00	3000円	各線秋葉原駅より徒歩5分	Kanto	['メイド', '学園']
ジョイナス新橋	568	OL	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	新橋駅	Kanto	['OL']
猫の隠れ家	569	猫	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	秋葉原駅	Kanto	['猫']
秋葉原トリプルセブン	570	メイド	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	秋葉原駅	Kanto	['メイド']
秋葉原トリプルセブン	571	メイド	0.0	0.0	18時〜24時※金・土は4時半まで			Kanto	['メイド']
Love U daisyらぶでじ	572	メイド	0.0	0.0	月 17:00 - 29:00 火 17:00 - 29:00 水 17:00 - 29:00	000円	秋葉原駅	Kanto	['メイド']
Cafe&Bar La Plage (ラ・プラージュ)	573	メイド	0.0	0.0	月 12:00 - 20:00 火 12:00 - 24:00 水 12:00 - 24:00	3000円	吉祥寺駅	Kanto	['メイド']
レゾンデートル	574	アイドル	0.0	0.0	月 17:00 - 24:00 火 17:00 - 24:00 水 17:00 - 24:00	3000円	渋谷駅	Kanto	['アイドル']
王と悪魔	575	悪魔	0.0	0.0	月 12:00 - LAST 火 12:00 - LAST 水 12:00 - LAST	3000円	西武新宿駅徒歩3分	Kanto	['悪魔']
アニメバー エリクサー	576	アニメ	0.0	0.0	月 19:30 - 29:00 火 19:30 - 29:00 水 19:30 - 29:00	3000円	秋葉原駅	Kanto	['アニメ']
👻デビりうむ😈	577	悪魔	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3000円	荻窪駅	Kanto	['悪魔']
悪魔コンカフェ『でびるーぷ』	578	悪魔	0.0	0.0	月 17:00 - 21:00 火 17:00 - 21:00 水 17:00 - 21:00	3000円	秋葉原駅	Kanto	['悪魔']
AnDia秋葉原コンカフェ	579	悪魔	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	秋葉原駅	Kanto	['悪魔']
Ms. AIRLINE ✈️K-POP CAFE&BAR	580	韓国×CA	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	1300円〜	新大久保駅	Kanto	['韓国', 'CA']
LaMule🫧秋葉原コンカフェ	581	深海	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	秋葉原駅	Kanto	['深海']
ぽちゃぷり!!	582	ぽっちゃり	0.0	0.0	月 16:00 - 21:00 火 16:00 - 21:00 水 16:00 - 21:00	3000円	東向島駅	Kanto	['ぽっちゃり']
月夜のKAGUYA	583	月	0.0	0.0	月 18:00 - 23:30 火 18:00 - 23:30 水 お休み	3000円	秋葉原駅	Kanto	['月']
チョアチョア	584	韓国	0.0	0.0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	2,500円	池袋駅	Kanto	['韓国']
アキフォト	585	モデル	0.0	0.0	月 15:00 - 23:00 火 15:00 - 23:00 水 15:00 - 23:00	3000円	秋葉原駅	Kanto	['モデル']
アニソンDJBARあるけみすと	586	コスプレ	0.0	1.0	月 19:00 - 28:30 火 19:00 - 28:30 水 19:00 - 28:30	3000円	秋葉原駅	Kanto	['コスプレ']
〜Elvis〜『エルヴィス』秋葉原コンカフェ	587	魔法王国	0.0	0.0	月 21:00 - 30:00 火 21:00 - 30:00 水 21:00 - 30:00	3000円	秋葉原駅	Kanto	['魔法王国']
ぷちみに〜Puchi miniyon〜	588	アイドル	0.0	1.0	月 16:00 - 23:00 火 16:00 - 23:00 水 16:00 - 23:00	2000円〜	池袋駅	Kanto	['アイドル']
#Melt asleep -メルトアスリープ-	589	アイドル	0.0	0.0	月 17:00 - 25:00 火 17:00 - 25:00 水 17:00 - 25:00	3000円	秋葉原駅	Kanto	['アイドル']
カフェ&バーTerra e cielo	590	ガールズバー	0.0	0.0	月 14:30 - 20:00 火 14:30 - 20:00 水 14:30 - 20:00	3000円	下北沢駅	Kanto	['ガールズバー']
⚔️ギルドラビリンス⚔️新宿歌舞伎町	591	ギルド	0.0	0.0	月 お休み 火 17:00 - 23:00 水 17:00 - 23:00	3000円	新宿駅	Kanto	['ギルド']
Cafe&Bar えたーなる	592	制服	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3000円	錦糸町	Kanto	['制服']
星空の散歩道🌃	593	星空	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3,000円	新宿駅	Kanto	['星空']
美娘飯店(メイニャンハンテン)	594	チャイナ	0.0	0.0	月 17:00 - 23:30 火 17:00 - 23:30 水 17:00 - 23:30	3,000円	池袋駅	Kanto	['チャイナ']
cafe &barはいから	595	クラシカルメイド	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3,000円	ひばりが丘	Kanto	['クラシカルメイド']
＋idolist（アイドリスト）	596	アイドル	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	渋谷駅	Kanto	['アイドル']
BAR天空 ヘブンリィ	597	居酒屋	0.0	0	月 21:00 - 30:00 火 21:00 - 30:00 水 21:00 - 30:00	4000円（お一人様）	札幌市営地下鉄南北線・札幌市電/すすきの駅	Hokkaido and Tohoku	['居酒屋']
Asshente (アッシェンテ)	598	サブカル	0.0	0	月 21:00 - 27:00 火 お休み 水 21:00 - 27:00	2500円（お一人様）	JR旭川駅	Hokkaido and Tohoku	['サブカル']
ハイスクールメルル	599	学園	0.0	0.0	月 19:00 - 29:00 火 19:00 - 29:00 水 19:00 - 29:00	3000円	池袋駅	Kanto	['学園']
アニソンバー ハブマン	600	アニソン	0.0	0.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3000円	学芸大学駅	Kanto	['アニソン']
honeyrouge cafe★ハニールージュカフェ	601	学校	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	秋葉原駅1分	Kanto	['学校']
ルージュルージュ	602	メイド	0.0	0.0	月 20:00 - 23:00 火 20:00 - 23:00 水 20:00 - 23:00	3000円	東中野駅30秒	Kanto	['メイド']
アップルフォレスト	603	森	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3000円	秋葉原駅	Kanto	['森']
cafe &bar Baron 秋葉原	604		0.0	0.0	月 17:00 - 23:00 火 17:00 - 23:00 水 17:00 - 23:00	3000円	秋葉原駅	Kanto	['']
MERRY GO ROUND	605	遊園地	0.0	0.0	月 16:00 - 23:00 火 16:00 - 23:00 水 16:00 - 23:00	3,000円	秋葉原駅	Kanto	['遊園地']
メイドカフェ Secret Attic	606	メイド	0.0	0.0	月 お休み 火 15:00 - 21:00 水 お休み	3,000円	湯島駅	Kanto	['メイド']
Cafe＆bar EVO	607	アメリカン	0.0	0.0	月 18:00 - 29:00 火 18:00 - 29:00 水 18:00 - 29:00	3,000円	亀戸4分	Kanto	['アメリカン']
Mizuiro days✩『みずいろでいず』	608	天使	0.0	0.0	月 21:00 - 29:00 火 21:00 - 29:00 水 21:00 - 29:00	3,000円	秋葉原駅	Kanto	['天使']
もののぷ🌸戦国コンセプトカフェ&バー🌸	609	戦国	0.0	0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	難波駅	Kansai	['戦国']
いねむりうむ	610	女の子の部屋	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	3,000円	秋葉原駅	Kanto	['女の子の部屋']
Concept Cafe Piasu	611	かわいい	0.0	0.0	月 16:00 - 25:00 火 16:00 - 25:00 水 16:00 - 25:00	3,000円	秋葉原駅	Kanto	['かわいい']
Cachette💐	612	クラシカルメイド	0.0	1.0	月 18:00 - 22:00 火 18:00 - 22:00 水 18:00 - 22:00	3,000円	湯島駅10秒	Kanto	['クラシカルメイド']
【#降臨!神のメイド☆】	613	メイド	0.0	0.0	月 17:00 - 29:00 火 17:00 - 29:00 水 17:00 - 29:00	3000円	池袋駅	Kanto	['メイド']
アイドルカフェ　パティシエール	614	アイドル	0.0	1.0	月 15:00 - 23:00 火 15:00 - 23:00 水 15:00 - 23:00	3,000円	秋葉原駅5分	Kanto	['アイドル']
プリズン12012	615	囚人×監獄	0.0	0.0	月 お休み 火 17:00 - 23:00 水 17:00 - 23:00	2000円	新宿駅	Kanto	['囚人', '監獄']
しゃにむにっ💛	616	アイドル	0.0	0.0	月 15:00 - 23:00 火 15:00 - 23:00 水 15:00 - 23:00	3,000円	渋谷駅5分	Kanto	['アイドル']
cafe ＆bar ピンキーロール	617	かわいい	0.0	1.0	月 15:00 - 23:00 火 15:00 - 23:00 水 15:00 - 23:00	3,000円	秋葉原駅5分末広町駅1分	Kanto	['かわいい']
INJecTion -インジェクション-　大塚	618	ナース	0.0	0.0	月 12:00 - 24:00 火 12:00 - 24:00 水 12:00 - 24:00	3,000円	大塚駅北口	Kanto	['ナース']
INJecTion -インジェクション-	619	ナース	0.0	0.0	月 12:00 - 24:00 火 12:00 - 24:00 水 12:00 - 24:00	3,000円	池袋駅	Kanto	['ナース']
ゼロイチ	620	オンライン	0.0	0.0	月 18:00 - 23:00 火 18:00 - 23:00 水 18:00 - 23:00	新宿三丁目10秒		Kanto	['オンライン']
のわ☕️上野湯島コンカフェ	621	かわいい	0.0	0.0	月 19:00 - 23:00 火 19:00 - 23:00 水 19:00 - 23:00	3,000円	湯島駅	Kanto	['かわいい']
